"X","Bintang","Pengguna","Komen","Tanggal"
689,"Rated 5 stars out of five stars","Anggia Murni","Easy to use and fast response.. sebagai orang yg ga suka ke pasar, seneng banget skrg bisa di bantu sayurbox.. variasi sayuran banyak, packaging terjaga rapih higienis & kualitas sayur buah nuggets noodle yg saya beli dalam kondisi optimal (fresh, tdk layu, tdk kotor).. terima kasih!",2019-09-16
690,"Rated 1 stars out of five stars","Sylvia Elfi","Admin nya susah sekali dikontak, saya kirim via WA maupun email tidak direspon. Barang kiriman saya hilang 1 paket yaitu buah strawberry. Sampai sekarang tidak Ada kabar apapun dari pihak sayurbox apakah hilang karena kelalaian atau apa.",2019-09-15
691,"Rated 5 stars out of five stars","Nur Aini Puspo Rani","Saya sgt kagum dgn perkembangan sayurbox. Awal2 bgt yg mungkin mengejar kualitas tinggi (super duper mulus namun terkadang suka banget ngasihnya yg mentah jadi butuh effort buat konsumen utk menunggu mateng sblm bs diolah). Hingga skrng bergeser ke sustainable dgn bener2 mengolah hasil tani sesuai d...
Full Review",2019-10-15
692,"Rated 5 stars out of five stars","Liphia Lip","App baru install dan coba belanja ternyata barang sampai dalam keadaan baik , kemasan rapi dan jg harga klo yg promo lebih murah drpd di pasar . Waahh puas belanja di sini. Thank u yaa sayurbox",2019-10-24
693,"Rated 4 stars out of five stars","ika kartika","Grocery shop yang mengedepankan packing tanpa plastik. Oke banget deh, sayur dan buahnya tdk mengecewakan. Tampilan aplikasinya simple, mudah digunakan. Cuma pembayarannya belum bisa COD, kalau sdh bisa bolehlah saya tambahin bintangnya lagi.😄",2019-10-29
694,"Rated 5 stars out of five stars","Eva Yulianti","Pertama kali belanja dan harganya miring (free ongkir juga) pas datang kaget karena dapat banyak sekali dan ada pilihan tidak pakai plastik... terima kasih",2019-08-27
695,"Rated 5 stars out of five stars","Cynthia A.","Saya cukup sering berbelanja di Sayurbox. Hanya bbrp kali kualitas sayur kurang segar, delivery terlalu sore dan aplikasi error. So far ok 👍",2019-07-24
696,"Rated 5 stars out of five stars","Hay's Today","Speechless lah sama apk ini. Ga tipu tipu gitu, jgn liat rupa tp liat rasanya. Bnyk diskonnya, ga percaya? Coba saja",2019-10-05
697,"Rated 5 stars out of five stars","yuliana tan","Mempermudah kita, kalo tidak sempet berbelanja bisa langsung klik2 aja trus nyampe d sayur dan buah yg kita mau, tinggal diolah. sayur dan buah di Sayurbox semuanya fresh dan bagus.. suka..",2019-07-20
698,"Rated 5 stars out of five stars","Ilyana Agri Lestari","Suka banget sama appnya. Easy to use, produknya banyak dan seger2. Sering dapat bonusan juga, harganya termasuk murah krn free ongkos kirim di atas 100K.. 🎁",2019-09-16
699,"Rated 4 stars out of five stars","Mira Febriana","Sudah baik. Tinggal lbh ditingkatkan lagi performa aplikasinya biar menu lacaknya g error.",2019-09-15
700,"Rated 5 stars out of five stars","Amiarsih Hapsari","Selalu dapet produk yg bener bener fresh! packagingnya bagus dan bikin produk aman. Sampai saat ini belum pernah ngerasain appsnya down. Gret job! Love sayurbox💕💕",2019-07-09
701,"Rated 1 stars out of five stars","Eve Situmorang","Sekali beli langsung kapok, customer dirugikan. Kualitas buah kurang baik dan solusi yang diberikan kurang baik cenderung merugikan customer. Sayur Box, you should know about Customer Satisfaction.",2019-09-30
702,"Rated 5 stars out of five stars","Yani Belamore","sayuran nya murah sih kalo pas lg ada promo dan panen, sayurannya fresh bgt, sering2 promo yaah biar bisa beli lebih banyak dan sering",2019-07-21
703,"Rated 5 stars out of five stars","Daniel Permana Putra","Lovin this app! Udah lama nyari solusi belanja sayur fresh yang gampang di Indonesia. Keep up the good work, semoga makin sukses!",2019-07-14
704,"Rated 5 stars out of five stars","Simon Pardede","Coba aplikasi ini untuk Indonesia yg lebih modern tanpa ekonomi biaya tinggi yg mencekik petani dan konsumen akhir. Bravo Sayurbox dan apps lain yg sejenis.",2019-08-23
705,"Rated 4 stars out of five stars","Pieter Soephieyanto","Aplikasinya okay, tp beberapa (hampir semua malah) link promo tidak bosa diakses, pls fix and you'll get full 5 stars",2019-08-18
706,"Rated 5 stars out of five stars","vina aryani","App satur box sangat membantu orang2 yg gak sempat ke pasar atau yg ga tau harga pasar berapa dan gak bs pilih bahan yg bagus , gw pilih sayur box untuk pesen buah untuk konsumsi sendiri....",2019-09-08
707,"Rated 4 stars out of five stars","Natassya Mitha Virginia","Aplikasi yang mudah digunakan. Tapi jika harga produk di apps berubah (jadi diskon atau kembali normal), harga produk yang sudah terlanjur ada di cart tidak berubah, pas proses check out baru harganya updated.",2019-10-12
708,"Rated 3 stars out of five stars","sheila fistianty","Pengiriman tepat waktu, pembayaran mudah. Tapi kalo ada barang yg ga ada, cuman direfund dgm voucher yg cuman bisa dipake buat blanja lagi n gabisa dgabung sama voucher lain. Beli mangga 3kg, stghnya asem.",2019-10-18
709,"Rated 1 stars out of five stars","Feri Sahputra","Sering errors, gemes sendiri jadi bikin males belanja.",2019-07-12
710,"Rated 5 stars out of five stars","Mega Steel","Buah dan sayurnya bagus2, harganya jg sama seperti pasar ga nyesel deh belanja di sini. Uda 2x belanja bagus2 barangnya. Tetap dipertahankan harga dan kualitas nya ya. Makasih sayurbox! Kalian sangat membantu kami yg sibuk ga bs ke pasar 🤗",2019-09-19
711,"Rated 5 stars out of five stars","Maria Wihartati","Semua kualitas buah2an dan sayurnya baik, di packing dengan aman dan rapi, ukuran sesuai, dan enak2. Next pasti order lagi di sayur box, semoga CS semakin banyak dan bisa cepat tanggap membalas chat customer. Terima kasih sayur box.... semoga petani indonesia semakin makmur",2019-09-24
712,"Rated 5 stars out of five stars","Bioo Boni","Applikasi ini bener bener membantu buat orang yg ga punya waktu banyak buat belanja. buah dan sayur yg dikirim juga fresh dan harganya juga cukup terjangkau.",2019-08-18
713,"Rated 5 stars out of five stars","Nira Aztriani","Beli sayur dan buah jadi mudah dan nyaman. Nggak perlu lagi berat2 bawa belanjaan. Tinggal klik, bayar, sayur dan buat segar sudah ada di depan rumah🥕",2019-09-01
714,"Rated 5 stars out of five stars","Novita Cho","Sangat membantu, harga bersaing! Tinggal pilih KLIK, bayar, besok sampai deh sayuran dan buah segarnya! Semoga promonya diperbanyak dan free ongkirnya ditambah! terima kasih sayurbox",2019-07-28
715,"Rated 5 stars out of five stars","Merna Arini Nurizzati","Puas belanja di sini. Kemasannya rapi. Buah dan sayur dalam kondisi bagus. Harganya juga murah dan sering ada promo. Perbanyak lagi varian buah dan sayur biar bisa belanja lengkap di sini.",2019-08-23
716,"Rated 5 stars out of five stars","Karlina Octaviany","Memudahkan sekali untuk meal prep makan sehat. Berhubung belanja online dan isinya produk sehat, jadi nggak salah fokus malah belanja lain yang nggak nyambung kayak di supermarket hehe...Bagus juga membantu penjualan petani dan produsen pangan lokal. Harganya kompetitif dan gratis ongkir kalau belan...
Full Review",2019-07-12
717,"Rated 5 stars out of five stars","Fitria Damaianti","pesanan saya datang sesuai waktu yg saya pilih. buah dan sayurnya juga bagus. Kurirnya juga telpon saya sehingga saya tau pesanan saya sdh diterima dg baik oleh orang rumah",2019-08-02
718,"Rated 4 stars out of five stars","Fatika Berliantari","Aplikasinya agak susah, sering force close sendiri. Kalau untuk pemesanan n pengiriman sih bagus2 aja. Tolong perbaiki lagi supaya ga sering force close",2019-07-24
719,"Rated 1 stars out of five stars","Ansela Astrid","Tadinya senang belanja di sini. Cuma lama2 panennya kayak maksain. Cth y jambu kristal didiskon, lalu sy pesan 5kg. Dpt lebih kecil dari kepalan tangan. Gak enak sepet dan didiemin berhari2 juga gk jd mateng manis, tetep aja gk enak. Msh byk lg. Suami sy jd kecewa. Akhirnya sy stop belanja di sini.",2019-09-30
720,"Rated 5 stars out of five stars","eky podiaro","Sangat membantu buat aku yg g sempet ke pasar. Saran aja supaya areanya d tambahin. Aku d karawaci g bs order karna areanya g ke cover",2019-10-31
721,"Rated 5 stars out of five stars","Mouleidi dwi putri","Furst experience belanja disini seneng banget... Kemasannya bagus, rapih dan aman (pakai box baru), pengiriman tepat waktu, buahnya bagus2 dan tingkat kematangannya disesuaikan dengan permintaan pembeli :)).. Overall puas, pertahankan terus pelayanannya yaa. Terima kasih sayur box",2019-10-04
722,"Rated 4 stars out of five stars","widya eki","Bisa ditambahkan menu ubah metode pembayaran, setelah check out seperti yang ada pada market place, supaya belanja makin asik.",2019-10-07
723,"Rated 5 stars out of five stars","yellow ideas","Sudah 2x order, alhamdulillah paket sampai dalam keadaan baik dan sesuai jadwal. Order dan pembayaran jg mudah (via Gopay).",2019-09-01
724,"Rated 5 stars out of five stars","Rizka Amalia","Aplikasi yg memudahkan ibu rumah tangga utk berbelanja kebutuhan makanan di rumah. di tambah harga yg bersaing terutama utk sayur2 organic. thx sayurbox",2019-07-21
725,"Rated 4 stars out of five stars","Rafuma Holmes","pas belanja pertama lancar aplikasinya, tp i i pas mau belanja kedua pas mau isi alamat kirim loading terus, pdhl sdh pake wifi kenceng",2019-08-13
726,"Rated 5 stars out of five stars","adil akbar","sayurbox buah2nya fresh banget, udah gitu harganya juga miring, jadi beralih ke cemilan sehat sekarang, thanks sayurbox👍",2019-08-14
727,"Rated 3 stars out of five stars","Wira Zaza Qumullah","Lumayan, pernah dua kali kecewa karena mesan ada yg direfund karena kosong mendadak dan ada yg ga fresh (mesen salad)",2019-10-02
728,"Rated 5 stars out of five stars","Peigy Biantoro","belanja sayur jd lbh mudah. sayurnya jg segar2. yg plg penting gratis ongkir utk pembelian dia atas 100rb",2019-06-26
729,"Rated 5 stars out of five stars","Ulfa Rahmah","Puasss belanja disini. Banyak promonya. Appsnya jg user friendly. Mgkn tambahan utk bagian proteinya ya. Biar lebih lengkap dan muraaah",2019-09-21
730,"Rated 1 stars out of five stars","endah wks","Mestinya no star. Applikasinya ok. Tapi pelayanan mengecewakan. Yg rumah jauh2 ga ush donlot percuma. Ga bs juga dianter parah",2019-08-18
731,"Rated 5 stars out of five stars","Renintira Darajati","semoga segera merambah kota kota lain di indonesia, aplikasi yang sangat membantu ibu ibu pekerja yang gak sempat ke pasar",2019-07-18
732,"Rated 5 stars out of five stars","Mughnii Patmarasqa","Puas, pengalaman beli pertama kali. Harga kompetitif. Semoga petani kita semakin makmur dengan adanya sayurbox ini",2019-08-28
733,"Rated 1 stars out of five stars","gibihakkasy","saya pesan 3 salad cuma sampe 2, CS nya lambat respond dan ga membantu. payah kecewa",2019-07-08
734,"Rated 5 stars out of five stars","Devy Octriananda","memudahkan banget untuk belanja sayur dan buah, tinggal dianter ke rumah. apalagi sering banyak promo",2019-08-13
735,"Rated 4 stars out of five stars","Andhina Ratri","memudahkan untuk belanja sayur dan buah pilihan, walau belum lengkap tapi pelayanan oke, terutama pengiriman dan pengemasannya",2019-08-04
736,"Rated 4 stars out of five stars","Tumtum Blabla","cocok untuk orang2 yg ga tau harga dan ga pandai tawar menawar saat berbelanja sayur2an atau buah2an",2019-08-19
737,"Rated 5 stars out of five stars","noni oktriani","Happy bgt bs beli bahan2 utk masak tnp perlu repot ke pasar.. Kualitasnya bagus, packaging rapi",2019-09-04
738,"Rated 1 stars out of five stars","muchammad luthfi","Dua kali misssssss.. pertama ada barang yg ga nyampe padahal ada di list barang, trus malah dikasih voucher (terpaksa harus dipake buat belanja lagi) Yg kedua malah barang ga smp sama sekali, itupun karena ditanya (ga ada info apa2 sebelumnya klo barangnya ternyata pada kosong), dana direfund 2x24 j...
Full Review",2019-10-15
739,"Rated 4 stars out of five stars","flo flo","simple and easy. tapi sekarang terganggu dengan permintaan review di playstore. sering kali mau searching diminta untuk review dulu",2019-10-16
740,"Rated 4 stars out of five stars","Monica Atik","Seneng blnja dsni free ongkir juga hrgny kl promo nyenengin..tapi tlg kemtgn buah diperhatikan.",2019-09-14
741,"Rated 5 stars out of five stars","Fizzy Andriani","Sempet ada mslh pembayaran.. tp bisa mereka selesaikan dengan baik. Respect! Terima kasih Sayurbox",2019-09-15
742,"Rated 1 stars out of five stars","Anindita Hapsari","Kalo barang yg kamu order nggak ada (tiap kali order pasti ada yg ngga ada), uang dikembalikan dalam bentuk voucher. masalahnya nggak bisa pake lebih dari 1 voucher dlm 1 transaksi, alhasil voucher2 kembalian jadi numpuk. Padahal barang nggak tersedia kan bukan salah kita. Pernah juga 1x aku order, ...
Full Review",2019-09-08
743,"Rated 4 stars out of five stars","Dido Deva","Recomended. Buahnya segar..kemasan sesuai yg kita minta. Selalu update sampai terakhir barang di terima.good lah",2019-09-28
744,"Rated 5 stars out of five stars","reni zuliqa","sangat membantu ibu2 yg gak sempet ke pasar bwt belanja...sayur2 dan buah2nya juga segar2",2019-08-13
745,"Rated 4 stars out of five stars","miss cika","Membantu sekali kalau pas males keluar untuk beli bahan masak. Harganya pun lumayan murah..",2019-09-19
746,"Rated 5 stars out of five stars","Ruswani Sidik","buah-buahannya berkualitas dan harganya sangat murah, selalu senang belanja di Sayur Box",2019-07-22
747,"Rated 5 stars out of five stars","Listya Ari","sangat membantu belanja buah dan sayur segar. semoga bisa segera di luar jabotabekk",2019-09-07
748,"Rated 5 stars out of five stars","Sandry","sepertinya bagus meski blm pernah order. tp knp ga bs pencet back ya?",2019-08-09
749,"Rated 5 stars out of five stars","E Cha","Sangat menolong untuk belanja kebutuhan sehari-hari. Tolong diperbanyak variasi bahan-bahan organiknya. Thank you!!!",2019-08-13
750,"Rated 5 stars out of five stars","nurul trianindita","Thank you Sayurbox. Semua buah dan sayur terkirim dalam keadaan masih segar!",2019-08-31
751,"Rated 5 stars out of five stars","k keys","Mudah dan banyak diskon, sayurnya seger hanya untuk proteinnya masih dikit diskonnya😊",2019-10-09
752,"Rated 4 stars out of five stars","Melani Harjono","Pertama order puas dgn customer service-nya. Sayang aplikasi agak kurang lancar",2019-08-11
753,"Rated 5 stars out of five stars","Anggun Kurniasari","Mantab, aplikasi nya nyambung jg ke gojek, jd bisa gopay. Seru sih. Makasih ya",2019-08-31
754,"Rated 5 stars out of five stars","Ve anggrini","Topppp bangettt... Kualitas oke dan harga jauh lebih murah dari konvensional market. Makasih",2019-09-08
755,"Rated 5 stars out of five stars","Edelina Septiningrum","Terbaik. Buat yang sibuk ga sempet ke pasar. Sila gunakan. Ini sungguh membantu bgt:'))",2019-09-12
756,"Rated 3 stars out of five stars","erina","gak bisa browse sayur apa aja yg tersedia di app, loadingnya lama",2019-08-09
757,"Rated 5 stars out of five stars","rosma maeda","Sebelumnya sy memberikan bintang 1 krn kecewa dg kelambanan cs dan beberapa sayur yg sy terima dalam kondisi tdk baik,sudah berniat bgt untuk belanja langsung ke mall krn sayuran yg sy beli adalah organik namun keesokan harinya pihak sayur box langsung menghubungi dan memberikan jalan keluar yg baik...
Full Review",2019-12-10
758,"Rated 5 stars out of five stars","Jean Azlinda","sayur yg diterima selalu dalam keadaan segar. saya suka belanja di sayurbox..",2019-08-14
759,"Rated 1 stars out of five stars","Hrd Binatu","Beberapa kali buah dan sayur sudah layu dan tetap dikirim.",2019-09-02
760,"Rated 5 stars out of five stars","Sindy Wulan","alpukat nya matang dan bagus cuma mungkin bisa dikurangi biaya ongkos kirimnya",2019-10-25
761,"Rated 5 stars out of five stars","Reno Kanti","good job..kalau bisa harga lebiu kompetitif lagi. bbrp barang msh sama dgn harga supermarket",2019-07-06
762,"Rated 3 stars out of five stars","Evan Gumulya","UI nya suka bermasalah dan text nya suka tidak tampil secara lengkap / terpotong ditengah",2019-07-21
763,"Rated 5 stars out of five stars","Yohana Wowor","Semua product sayur dan buahnya selalu bersih, rapih package dan tidak layu.",2019-09-30
764,"Rated 5 stars out of five stars","ATL yen","Ok... Barang sesuai pesanan..kualitas baik. Kemasan rapi dan bersih. Waktu pengiriman sesuai permintaan.",2019-10-07
765,"Rated 5 stars out of five stars","Paskah Wati","Terimakasih sudah mengantarkan pesanan saya dengan baik.. Terimakasih atas kejujurannya dan pelayanannya",2019-06-28
766,"Rated 5 stars out of five stars","Vonny","Buahny seger banget. Dan waktu pengiriman ssuai dg aplikasi. Pertahankan! 👌🏻",2019-08-26
767,"Rated 5 stars out of five stars","Aslin Note9","Sangat memuaskan belanja di Sayurbox. Aplikasinya juga mudah dipakai dan praktis.",2019-10-22
768,"Rated 5 stars out of five stars","Ardine Firmanningtyas Hidayati","sudah sering belanja di sini.jd jarang ke supermarket.apalagi belanja 100rb free ongkir.",2019-07-07
769,"Rated 2 stars out of five stars","Aulia Rahman","Kurirnya kurang ajar, gak sopan dan ngeyel ,, kapok belanja disini, mending lgsg kepasar",2019-08-31
770,"Rated 2 stars out of five stars","I’m","Saya order tanggal 9 juli dg jadwal pengiriman seharusnya tgl 10 juli. Hingga sekarang nggak ada kejelasan orderan diproses atau dikirim. Telah dikirim setelah 2 hari dari jadwal yg seharusnya. Chatting CS tidak membantu & trima kasih akhirnya bisa di follow up setelah posting di sini. Namun, ada it...
Full Review",2019-07-15
771,"Rated 5 stars out of five stars","Marvin A.U","Ga ush susah2 lagi beli sayur tanpa ninggalin rumah",2019-08-23
772,"Rated 4 stars out of five stars","Caroline Michael","Aku orang yang rewel banget sama apps dan pelayanannya. But this apps, is perfectly helpful",2019-08-25
773,"Rated 5 stars out of five stars","Destomy Prasetyo","Pesan buah dan sayur berkualitas dan pengiriman yang tepat waktu",2019-10-05
774,"Rated 5 stars out of five stars","Fendy Wijayanto","Sangat membantu untuk mendapatkan buah dengan kualitas terbaik",2019-07-03
775,"Rated 1 stars out of five stars","HINS FAMILY","Belum Tersedia pengiriman di daerah jawa timur Kak",2019-08-21
776,"Rated 1 stars out of five stars","Budi Jayadi","Packaging karton box lebih bagus dr isi sayur = uninstall",2019-09-27
777,"Rated 1 stars out of five stars","yulia azharini","jaringanbselaluverror udah install uninstall berkali kali ga ngaruh",2019-10-15
778,"Rated 5 stars out of five stars","Mona Satrya","sejauh ini sayurnya yg dikirim seger2 sih buahnya.",2019-09-12
779,"Rated 5 stars out of five stars","Miranda Sudiana","Kualitas dan harga produk bagus. Pengiriman cepat dan packaging rapi.",2019-10-09
780,"Rated 5 stars out of five stars","Victor Basa","Mudah digunakan dan item yg dikirim bagus2.... sangat puas... thank you",2019-09-21
781,"Rated 5 stars out of five stars","ayu rahayu","Buah nya segar, harga lebih murah, dan pengiriman cepat",2019-09-23
782,"Rated 5 stars out of five stars","Rudy Wahyu Apriyanto","Puas dgn aplikasinya & lumayan membantu utk belanja kebutuhan sayur/buah2an",2019-08-30
783,"Rated 5 stars out of five stars","shirley Gunawan","Kualitas produk sesuai dengan apa yang telah dideskripsikan. Waktu penerimaan sesuai dengan schedule. Recommended application.",2019-09-19
784,"Rated 5 stars out of five stars","Hesni Setianingsih","terimakasih pesanan sudah diterima, buah pepayanya manis 🙂",2019-07-03
785,"Rated 5 stars out of five stars","Airlangga Dimaz","sejauh ini sayurnya segar2 dan pengiriman juga lancar..",2019-07-20
786,"Rated 5 stars out of five stars","hidayati rosyida","banyak membantu saat2 g sempat belanja keluar",2019-07-30
787,"Rated 3 stars out of five stars","pratidina anugrah","Kalo bisa ongkirnya lebih murah lg yaa",2019-09-14
788,"Rated 1 stars out of five stars","Winda Johansen","Beli brokoli dan cauliflower semua penuh dengan ulat beserta telur2nya. Ngga saya masaklah. Gilaa. Udh gitu barang bnyk yg kosong. Haduhhh Bisa ngga sih kita pilih tokonya gitu, waktu pertama nyoba beli di sayurbox dpt sellernya yg punya produk bagus2, sayurannya seger2. Sekarang dpt ZONK!!! Oiya 1 ...
Full Review",2019-09-25
789,"Rated 5 stars out of five stars","kewa papang","buahnya bagus2 semua, keren lah pokoknya sayurbox",2019-07-08
790,"Rated 5 stars out of five stars","ananda jentera hati","Buahnya bagus bagus. Besar besar. Pengirimannya cepat sesuai jadwal. Thankyou",2019-09-25
791,"Rated 5 stars out of five stars","Josephine Vivian","sayur dan buah selalu segar, kualitas okeee 😘",2019-07-06
792,"Rated 5 stars out of five stars","Devi Shoffiani","trims aplikasi beli sayur buah yg freshnes, sgt helpfull dalam berbelanja",2019-10-21
793,"Rated 5 stars out of five stars","SMI","sangat membantu cuma dropsizenya banyak banget.",2019-07-19
794,"Rated 5 stars out of five stars","Frisca Hutabarat","Semua segar dan pengiriman tepat waktu",2019-09-14
795,"Rated 5 stars out of five stars","Raquel Issabela","Aplikasi bagus dna bekerja dgn baik",2019-09-14
796,"Rated 5 stars out of five stars","Sulistia Wijaya","Easy to use, banyak promo, kualitas buah n sayur segar dan bagus.",2019-10-08
797,"Rated 5 stars out of five stars","ELISABETH KUMALASARI","buahnya enak..promonya mantap terima kasih sayurbox",2019-07-28
798,"Rated 5 stars out of five stars","dian kartika","Kereenn...kapanpun dimanapun ttp bs belanja sayur buah 😉",2019-10-12
799,"Rated 5 stars out of five stars","Bunga -","Mantap beli di sayurbox, sayurannnya segar",2019-11-02
800,"Rated 5 stars out of five stars","Amanda Metta Chandra","Sayur segar banget, tahan lebih lama",2019-08-27
801,"Rated 5 stars out of five stars","Rismawati Harahap","Wajib download Untuk ibu2 milenial ya. Semua pelayanannya ter the best 👍",2019-09-04
802,"Rated 5 stars out of five stars","Enggar Arianingrum","App mudah digunakan, delivery ontime, kualitas sayur bagus. Happy bgt, dan muraaaah.",2019-09-27
803,"Rated 5 stars out of five stars","Dinanti Erawati","Buahnya segar dan matang pohon... Syper duper manis... Kemasan ok, no plastic... Responsive 👍👍👍👍",2019-08-14
804,"Rated 1 stars out of five stars","Meling You","Sayang, cuma ada di daerah jawa",2019-10-20
805,"Rated 5 stars out of five stars","Ayoe Fajri","Beli buah tanpa ribet ke pasar atau toko buah...",2019-09-17
806,"Rated 5 stars out of five stars","Miftakhul Aida","harga ramah dikantong, pelayanan memuaskan",2019-07-09
807,"Rated 5 stars out of five stars","Novitasari Haryono","Ok. Banyak promo. Kualitas buah nya bagus",2019-10-23
808,"Rated 5 stars out of five stars","Raihanatul Jannah","Selalu puass banget belanja disini",2019-08-27
809,"Rated 3 stars out of five stars","Aneh Itu Indah","Kurang banyak pilihan produk2 organik",2019-07-23
810,"Rated 5 stars out of five stars","Anyeanne Anceu","beli sayur jadi lebih mudah",2019-07-29
811,"Rated 5 stars out of five stars","Galuh Galuuh","Selalu puas belanja di sayurbox",2019-09-06
812,"Rated 5 stars out of five stars","Andrianus Purwa","pelayanan ok, Lebih ditingkatkan lagi",2019-08-23
813,"Rated 5 stars out of five stars","Santi Irawati","Selalu puas belanja di sini",2019-08-27
814,"Rated 5 stars out of five stars","Belle la maison","Buahnya segar dan pengirimannya rapi",2019-08-29
815,"Rated 5 stars out of five stars","Et win","Mantappp buah dan packing nya",2019-09-20
816,"Rated 5 stars out of five stars","Venessa Liliana","Sayur nya bagus2 murahhh goowd",2019-10-02
817,"Rated 5 stars out of five stars","Naufanni Muthi Aulia","memudahkan sekali untukku yang mager. harganya pun bersaing. 👍👍👍",2019-07-05
818,"Rated 5 stars out of five stars","Adi Satrio","Maju terus pertanian Indonesia!",2019-09-01
819,"Rated 5 stars out of five stars","Mutiara Fransisca","memudahkan banget ... love it so much... semoga pilihan nya jd lebih banyak ya",2019-07-27
820,"Rated 3 stars out of five stars","Muhammad Rizky","Sayang bgt gak ada pengiriman pagi..",2019-09-29
821,"Rated 5 stars out of five stars","Marcella Pradita","Sangat memudahkan saya belanja sayur dan buah. Love this app!",2019-09-28
822,"Rated 5 stars out of five stars","Arif Prabowo","sayurnya segar2... responsive dan pengiriman cepat",2019-10-13
823,"Rated 5 stars out of five stars","Merlin Jovany","suka.. bahan2 nya seger2 semoga makin ditingkatkan..",2019-08-07
824,"Rated 5 stars out of five stars","riri hushu","Sangat membantu, barang2nya memuaskan",2019-08-16
825,"Rated 5 stars out of five stars","Trisna Yulia","Great! super puas dgn apps dan service sayur box.",2019-09-13
826,"Rated 5 stars out of five stars","mila karmila","Bagus dan mempermudahkan belanja.",2019-10-06
827,"Rated 5 stars out of five stars","Wiwi Pratiwi","Ayo majukan petani lokal indonesia..",2019-08-06
828,"Rated 3 stars out of five stars","阿方索林","Surabaya area kok belum ada?",2019-08-31
829,"Rated 5 stars out of five stars","Yulia Sandra","banyak promo, pengemasan oke",2019-08-11
830,"Rated 5 stars out of five stars","echi echi","Sampai sesuai waktu, praktis",2019-08-27
831,"Rated 5 stars out of five stars","Debby Dian","Bagus, cepat dan praktis",2019-07-24
832,"Rated 5 stars out of five stars","baby zeid","Aplikasi nya sangat membantu",2019-08-27
833,"Rated 5 stars out of five stars","Timtom","keren .buahnya segar pula . murah",2019-08-18
834,"Rated 5 stars out of five stars","Miftahul Jannah","Puas sih belanja disini",2019-09-04
835,"Rated 5 stars out of five stars","Yohana Tumbuan","kualitas terbaik untuk MPASI",2019-09-07
836,"Rated 5 stars out of five stars","runs leea","Packaging rapih dan bersih",2019-09-28
837,"Rated 5 stars out of five stars","Swary Aristi","Sangat membantu dan memuaskan",2019-09-29
838,"Rated 5 stars out of five stars","Zulianis Zulianis","Cepat dan packaging rapi",2019-10-06
839,"Rated 5 stars out of five stars","Karina Shaska","Lain kali beli lagiii",2019-10-28
840,"Rated 5 stars out of five stars","oebay ajah","pokoknya top deh... cocok buat emak emak yg kerja... gak usah cape2 kepasar.....",2019-07-30
841,"Rated 5 stars out of five stars","Sarah Thalib","membantu bgt dgn aplikasi ini.. simple,cepet dan akurat",2019-07-30
842,"Rated 5 stars out of five stars","Rina Hafsah","Cara baru belanja sayuran, kereeeenn...",2019-07-09
843,"Rated 5 stars out of five stars","Lorinda Lewi","Puas belanja pake sayur box, produk fresh & banyak promo",2019-09-17
844,"Rated 5 stars out of five stars","dilli rochmawati","murah, segar, banyak pilihan",2019-07-09
845,"Rated 5 stars out of five stars","Arnaz Nawi","Keren, mudah penggunaannya",2019-08-31
846,"Rated 5 stars out of five stars","Ai & Py Stories","Memudahkan hidup sekali 🤩",2019-09-14
847,"Rated 1 stars out of five stars","olivia sumtaky","saya revisi review. customer satisfaction kurang diperhatikan. saya uninstall aplikasi.",2019-08-03
848,"Rated 5 stars out of five stars","Irwan Effendi","Sangat bermanfaat untuk mendapatkan sayuran segar berkualitas optimal",2019-08-28
849,"Rated 5 stars out of five stars","togi","Sayur dan buahnya segar...",2019-07-27
850,"Rated 5 stars out of five stars","Dedeh Pramita","semua bhannya seger2",2019-07-19
851,"Rated 5 stars out of five stars","Debby Suryaningrum","sukak dan membantu",2019-08-08
852,"Rated 5 stars out of five stars","camelia septiyati","Oke pake bgt",2019-08-24
853,"Rated 5 stars out of five stars","agnes Wiraraharja","Bagus n mudah",2019-09-07
854,"Rated 5 stars out of five stars","rina elviana","Pengiriman cepat sekali",2019-09-21
855,"Rated 3 stars out of five stars","Michelle Rachell","Blm mencakup jateng",2019-09-21
856,"Rated 5 stars out of five stars","Chris Tian","Buah ny enak",2019-10-04
857,"Rated 5 stars out of five stars","Loris Marita","Sangat mudah digunakan",2019-10-23
858,"Rated 5 stars out of five stars","Coni Apriani","oke sangat membantu..",2019-08-13
859,"Rated 5 stars out of five stars","Andini Kurnia Putri","PUAS BLANJA DISINI ,PELAYANAN & PRODUKNYA JUARA !!! SUKSES SLALUU ♥️♥️♥️",2019-08-28
860,"Rated 5 stars out of five stars","vini simatupang","Nyampe tepat waktu, buah dan sayurnya fresh",2019-09-08
861,"Rated 2 stars out of five stars","Yuli Yanti","memberi diskon 35rb minimal 150 rb tapi setiap sudah 150 rb sllu tiba2 keluar otomatis. hrs saya ulang2 trs tp sama juga. buang2 waktu saya. lalu setelah dicoba2 lagi, ternyata harga ada yang naik.. yang tadi 72 (kmrn 69rb) sekarang 100rb an. kaya Kurs cepet banget berubahnya.. haizz mending beli di...
Full Review",2019-08-08
862,"Rated 5 stars out of five stars","Syara Saf","great! belanja jadi mudah dan menyenangkan",2019-10-17
863,"Rated 5 stars out of five stars","Iqrafia Ashna","murah meriah~",2019-07-24
